Timestamp;RobotID;Pose_X;Pose_Y;Pose_Theta;PathIndex;Velocity;DistanceTraveled;CriticalPoint
2024-01-18/12:10:59.468;2;67.75;55.45;0.00;-1;0.00;0.00;-1
2024-01-18/12:10:59.570;2;67.75;55.45;0.00;-1;0.00;0.00;-1
2024-01-18/12:10:59.670;2;67.75;55.45;0.00;-1;0.00;0.00;-1
2024-01-18/12:10:59.772;2;67.75;55.45;0.00;-1;0.00;0.00;-1
2024-01-18/12:10:59.873;2;67.75;55.45;0.00;-1;0.00;0.00;-1
2024-01-18/12:10:59.974;2;67.75;55.45;0.00;-1;0.00;0.00;-1
2024-01-18/12:11:00.076;2;67.75;55.45;0.00;-1;0.00;0.00;-1
2024-01-18/12:11:00.176;2;67.75;55.45;0.00;-1;0.00;0.00;-1
2024-01-18/12:11:00.277;2;67.75;55.45;0.00;-1;0.00;0.00;-1
2024-01-18/12:11:00.378;2;67.75;55.45;0.00;-1;0.00;0.00;-1
2024-01-18/12:11:00.479;2;67.75;55.45;0.00;-1;0.00;0.00;-1
2024-01-18/12:11:00.580;2;67.75;55.45;0.00;-1;0.00;0.00;-1
2024-01-18/12:11:00.681;2;67.75;55.45;0.00;-1;0.00;0.00;-1
2024-01-18/12:11:00.782;2;67.75;55.45;0.00;-1;0.00;0.00;-1
2024-01-18/12:11:00.883;2;67.75;55.45;0.00;-1;0.00;0.00;-1
2024-01-18/12:11:01.034;2;67.75;55.45;0.00;-1;0.00;0.00;-1
2024-01-18/12:11:01.134;2;67.75;55.45;0.00;-1;0.00;0.00;-1
2024-01-18/12:11:01.235;2;67.75;55.45;0.00;-1;0.00;0.00;-1
2024-01-18/12:11:01.336;2;67.75;55.45;0.00;-1;0.00;0.00;-1
2024-01-18/12:11:01.437;2;67.75;55.45;0.00;-1;0.00;0.00;-1
2024-01-18/12:11:01.541;2;67.75;55.45;0.00;-1;0.00;0.00;-1
2024-01-18/12:11:01.642;2;67.75;55.45;0.00;-1;0.00;0.00;-1
2024-01-18/12:11:01.743;2;67.75;55.45;0.00;-1;0.00;0.00;-1
2024-01-18/12:11:01.844;2;67.75;55.45;0.00;-1;0.00;0.00;-1
2024-01-18/12:11:01.944;2;67.75;55.45;0.00;0;0.31;0.01;671
2024-01-18/12:11:02.046;2;67.74;55.45;0.00;0;0.76;0.06;671
2024-01-18/12:11:02.147;2;67.73;55.45;0.01;0;1.24;0.15;671
2024-01-18/12:11:02.248;2;67.71;55.45;0.02;0;1.88;0.35;671
2024-01-18/12:11:02.349;2;67.70;55.45;0.03;0;2.35;0.55;671
2024-01-18/12:11:02.449;2;67.67;55.45;0.04;0;2.81;0.79;671
2024-01-18/12:11:02.550;2;67.64;55.44;0.06;1;3.33;1.11;671
2024-01-18/12:11:02.650;2;67.61;55.44;0.06;1;3.79;1.43;671
2024-01-18/12:11:02.751;2;67.56;55.44;0.06;1;4.39;1.93;671
2024-01-18/12:11:02.852;2;67.52;55.44;0.06;2;4.85;2.35;671
2024-01-18/12:11:02.953;2;67.47;55.43;0.06;2;5.30;2.81;671
2024-01-18/12:11:03.053;2;67.40;55.43;0.06;3;5.91;3.49;671
2024-01-18/12:11:03.154;2;67.34;55.43;0.06;4;6.38;4.07;671
2024-01-18/12:11:03.255;2;67.28;55.42;0.06;4;6.86;4.71;671
2024-01-18/12:11:03.357;2;67.21;55.42;0.06;5;7.33;5.37;671
2024-01-18/12:11:03.458;2;67.14;55.42;0.06;6;7.80;6.08;671
2024-01-18/12:11:03.558;2;67.05;55.41;0.06;6;8.36;6.98;671
2024-01-18/12:11:03.659;2;66.98;55.41;0.06;7;8.81;7.76;671
2024-01-18/12:11:03.760;2;66.86;55.40;0.06;8;9.42;8.87;671
2024-01-18/12:11:03.861;2;66.78;55.39;0.06;9;9.88;9.76;671
2024-01-18/12:11:03.962;2;66.68;55.39;0.06;10;10.34;10.68;671
2024-01-18/12:11:04.063;2;66.55;55.38;0.06;11;10.95;11.98;671
2024-01-18/12:11:04.164;2;66.45;55.38;0.06;12;11.40;13.00;671
2024-01-18/12:11:04.265;2;66.35;55.37;0.06;14;11.86;14.07;671
2024-01-18/12:11:04.366;2;66.20;55.36;0.06;15;12.48;15.56;671
2024-01-18/12:11:04.467;2;66.08;55.36;0.06;16;12.94;16.74;671
2024-01-18/12:11:04.568;2;65.93;55.35;0.06;18;13.49;18.20;671
2024-01-18/12:11:04.669;2;65.81;55.34;0.06;19;13.95;19.46;671
2024-01-18/12:11:04.770;2;65.68;55.33;0.06;20;14.41;20.75;671
2024-01-18/12:11:04.871;2;65.55;55.33;0.06;22;14.86;22.08;671
2024-01-18/12:11:04.971;2;65.36;55.31;0.06;23;15.06;23.92;671
2024-01-18/12:11:05.072;2;65.23;55.31;0.06;25;15.06;25.29;671
2024-01-18/12:11:05.174;2;65.09;55.30;0.06;26;15.06;26.66;671
2024-01-18/12:11:05.275;2;64.90;55.29;0.06;28;15.06;28.52;671
2024-01-18/12:11:05.376;2;64.76;55.28;0.06;29;15.06;29.91;671
2024-01-18/12:11:05.477;2;64.63;55.27;0.06;31;15.06;31.30;671
2024-01-18/12:11:05.578;2;64.49;55.27;0.06;32;15.06;32.68;671
2024-01-18/12:11:05.678;2;64.32;55.26;0.06;34;15.06;34.34;671
2024-01-18/12:11:05.779;2;64.14;55.25;0.06;36;15.06;36.16;671
2024-01-18/12:11:05.880;2;64.00;55.24;0.06;37;15.06;37.53;671
2024-01-18/12:11:05.980;2;63.87;55.23;0.06;38;15.06;38.90;671
2024-01-18/12:11:06.081;2;63.68;55.22;0.06;40;15.06;40.73;671
2024-01-18/12:11:06.182;2;63.55;55.21;0.06;42;15.06;42.10;671
2024-01-18/12:11:06.283;2;63.41;55.20;0.06;43;15.06;43.48;671
2024-01-18/12:11:06.384;2;63.27;55.20;0.06;44;15.06;44.84;671
2024-01-18/12:11:06.484;2;63.12;55.13;-2.28;46;15.06;46.69;671
2024-01-18/12:11:06.585;2;63.06;55.06;-2.27;47;15.06;47.61;671
2024-01-18/12:11:06.685;2;62.92;54.90;-2.27;49;15.06;49.74;671
2024-01-18/12:11:06.786;2;62.83;54.79;-2.27;51;15.06;51.11;671
2024-01-18/12:11:06.887;2;62.75;54.69;-2.27;52;15.06;52.46;671
2024-01-18/12:11:06.988;2;62.63;54.55;-2.27;54;15.06;54.28;671
2024-01-18/12:11:07.089;2;62.54;54.44;-2.27;55;15.06;55.69;671
2024-01-18/12:11:07.190;2;62.45;54.34;-2.27;57;15.06;57.07;671
2024-01-18/12:11:07.291;2;62.36;54.23;-2.27;58;15.06;58.47;671
2024-01-18/12:11:07.392;2;62.24;54.09;-2.27;60;15.06;60.34;671
