Timestamp;RobotID;Pose_X;Pose_Y;Pose_Theta;PathIndex;Velocity;DistanceTraveled;CriticalPoint
2024-01-09/09:24:08.214;2;5.25;51.55;4.71;-1;0.00;0.00;-1
2024-01-09/09:24:08.315;2;5.25;51.55;4.71;-1;0.00;0.00;-1
2024-01-09/09:24:08.415;2;5.25;51.55;4.71;-1;0.00;0.00;-1
2024-01-09/09:24:08.516;2;5.25;51.55;4.71;-1;0.00;0.00;-1
2024-01-09/09:24:08.617;2;5.25;51.55;4.71;-1;0.00;0.00;-1
2024-01-09/09:24:08.718;2;5.25;51.55;4.71;-1;0.00;0.00;-1
2024-01-09/09:24:08.819;2;5.25;51.55;4.71;-1;0.00;0.00;-1
2024-01-09/09:24:08.971;2;5.25;51.55;4.71;-1;0.00;0.00;-1
2024-01-09/09:24:09.073;2;5.25;51.55;4.71;-1;0.00;0.00;-1
2024-01-09/09:24:09.174;2;5.25;51.55;4.71;-1;0.00;0.00;-1
2024-01-09/09:24:09.274;2;5.25;51.55;4.71;-1;0.00;0.00;-1
2024-01-09/09:24:09.375;2;5.25;51.55;4.71;-1;0.00;0.00;-1
2024-01-09/09:24:09.477;2;5.25;51.55;4.71;-1;0.00;0.00;-1
2024-01-09/09:24:09.578;2;5.25;51.55;4.71;-1;0.00;0.00;-1
2024-01-09/09:24:09.679;2;5.25;51.55;4.71;-1;0.00;0.00;-1
2024-01-09/09:24:09.780;2;5.25;51.55;4.71;-1;0.00;0.00;-1
2024-01-09/09:24:09.881;2;5.25;51.55;-1.57;-1;0.00;0.00;-1
2024-01-09/09:24:09.983;2;5.25;51.55;-1.57;-1;0.00;0.00;-1
2024-01-09/09:24:10.084;2;5.25;51.55;-1.57;-1;0.00;0.00;-1
2024-01-09/09:24:10.185;2;5.25;51.55;-1.57;-1;0.00;0.00;-1
2024-01-09/09:24:10.286;2;5.25;51.55;-1.57;-1;0.00;0.00;-1
2024-01-09/09:24:10.387;2;5.25;51.55;-1.57;-1;0.00;0.00;-1
2024-01-09/09:24:10.489;2;5.25;51.55;-1.57;-1;0.00;0.00;-1
2024-01-09/09:24:10.590;2;5.25;51.55;-1.57;-1;0.00;0.00;-1
