Timestamp;RobotID;Pose_X;Pose_Y;Pose_Theta;PathIndex;Velocity;DistanceTraveled;CriticalPoint
2024-01-09/09:24:08.214;1;21.75;67.05;4.71;-1;0.00;0.00;-1
2024-01-09/09:24:08.315;1;21.75;67.05;4.71;-1;0.00;0.00;-1
2024-01-09/09:24:08.415;1;21.75;67.05;4.71;-1;0.00;0.00;-1
2024-01-09/09:24:08.516;1;21.75;67.05;4.71;-1;0.00;0.00;-1
2024-01-09/09:24:08.617;1;21.75;67.05;4.71;-1;0.00;0.00;-1
2024-01-09/09:24:08.718;1;21.75;67.05;4.71;-1;0.00;0.00;-1
2024-01-09/09:24:08.971;1;21.75;67.05;-1.57;-1;0.00;0.00;-1
2024-01-09/09:24:09.073;1;21.75;67.05;-1.57;-1;0.00;0.00;-1
2024-01-09/09:24:09.174;1;21.75;67.05;-1.57;-1;0.00;0.00;-1
2024-01-09/09:24:09.274;1;21.75;67.05;-1.57;-1;0.00;0.00;-1
2024-01-09/09:24:09.375;1;21.75;67.05;-1.57;-1;0.00;0.00;-1
2024-01-09/09:24:09.477;1;21.75;67.05;-1.57;-1;0.00;0.00;-1
2024-01-09/09:24:09.578;1;21.75;67.05;-1.57;-1;0.00;0.00;-1
2024-01-09/09:24:09.679;1;21.75;67.05;-1.57;-1;0.00;0.00;-1
2024-01-09/09:24:09.780;1;21.75;67.05;-1.57;-1;0.00;0.00;-1
2024-01-09/09:24:09.881;1;21.75;67.05;-1.57;0;0.16;0.01;703
2024-01-09/09:24:09.983;1;21.75;67.05;-1.57;0;0.35;0.03;703
2024-01-09/09:24:10.084;1;21.75;67.04;-1.57;0;0.59;0.09;703
2024-01-09/09:24:10.185;1;21.75;67.04;-1.57;0;0.77;0.15;703
2024-01-09/09:24:10.286;1;21.75;67.03;-1.57;0;0.95;0.23;703
2024-01-09/09:24:10.387;1;21.75;67.01;-1.57;0;1.20;0.36;703
2024-01-09/09:24:10.489;1;21.75;67.00;-1.57;0;1.38;0.48;703
2024-01-09/09:24:10.590;1;21.75;66.99;-1.57;0;1.56;0.61;703
2024-01-09/09:24:10.690;1;21.75;66.97;-1.57;0;1.75;0.76;703
2024-01-09/09:24:10.791;1;21.75;66.95;-1.57;0;1.99;0.99;703
2024-01-09/09:24:10.892;1;21.75;66.93;-1.57;1;2.17;1.18;703
2024-01-09/09:24:10.992;1;21.75;66.91;-1.57;1;2.35;1.38;703
2024-01-09/09:24:11.093;1;21.75;66.88;-1.57;1;2.59;1.68;703
2024-01-09/09:24:11.193;1;21.75;66.86;-1.57;1;2.78;1.93;703
2024-01-09/09:24:11.294;1;21.75;66.83;-1.57;2;2.96;2.19;703
2024-01-09/09:24:11.395;1;21.75;66.79;-1.57;2;3.21;2.57;703
2024-01-09/09:24:11.496;1;21.75;66.76;-1.57;2;3.39;2.88;703
2024-01-09/09:24:11.597;1;21.75;66.73;-1.57;3;3.58;3.20;703
2024-01-09/09:24:11.698;1;21.75;66.70;-1.57;3;3.76;3.54;703
2024-01-09/09:24:11.798;1;21.75;66.65;-1.57;4;4.01;4.01;703
2024-01-09/09:24:11.899;1;21.75;66.61;-1.57;4;4.19;4.39;703
2024-01-09/09:24:12.000;1;21.75;66.57;-1.57;4;4.37;4.78;703
2024-01-09/09:24:12.100;1;21.75;66.52;-1.57;5;4.62;5.34;703
2024-01-09/09:24:12.201;1;21.75;66.47;-1.57;5;4.80;5.76;703
2024-01-09/09:24:12.301;1;21.75;66.43;-1.57;6;4.98;6.21;703
2024-01-09/09:24:12.402;1;21.75;66.38;-1.57;6;5.18;6.71;703
2024-01-09/09:24:12.503;1;21.75;66.31;-1.57;7;5.42;7.35;703
2024-01-09/09:24:12.604;1;21.75;66.26;-1.57;7;5.61;7.86;703
2024-01-09/09:24:12.705;1;21.75;66.21;-1.57;8;5.79;8.39;703
2024-01-09/09:24:12.806;1;21.75;66.16;-1.57;8;5.98;8.93;703
2024-01-09/09:24:12.906;1;21.75;66.08;-1.57;9;6.22;9.67;703
2024-01-09/09:24:13.007;1;21.75;66.02;-1.57;10;6.40;10.25;703
2024-01-09/09:24:13.108;1;21.75;65.97;-1.57;10;6.59;10.84;703
2024-01-09/09:24:13.208;1;21.75;65.88;-1.57;11;6.83;11.66;703
2024-01-09/09:24:13.309;1;21.75;65.82;-1.57;12;7.01;12.29;703
2024-01-09/09:24:13.410;1;21.75;65.75;-1.57;12;7.21;12.99;703
2024-01-09/09:24:13.511;1;21.75;65.68;-1.57;13;7.39;13.66;703
2024-01-09/09:24:13.611;1;21.75;65.59;-1.57;14;7.64;14.58;703
2024-01-09/09:24:13.712;1;21.75;65.52;-1.57;15;7.82;15.29;703
2024-01-09/09:24:13.813;1;21.75;65.45;-1.57;16;8.00;16.02;703
2024-01-09/09:24:13.914;1;21.75;65.35;-1.57;17;8.25;17.01;703
2024-01-09/09:24:14.014;1;21.75;65.27;-1.57;17;8.43;17.77;703
2024-01-09/09:24:14.115;1;21.75;65.19;-1.57;18;8.61;18.55;703
2024-01-09/09:24:14.216;1;21.75;65.11;-1.57;19;8.80;19.35;703
2024-01-09/09:24:14.316;1;21.74;65.03;-1.57;20;8.98;20.17;703
2024-01-09/09:24:14.417;1;21.74;64.92;-1.57;21;9.24;21.34;703
2024-01-09/09:24:14.518;1;21.74;64.83;-1.57;22;9.42;22.19;703
2024-01-09/09:24:14.618;1;21.74;64.74;-1.57;23;9.60;23.06;703
2024-01-09/09:24:14.719;1;21.74;64.63;-1.57;24;9.85;24.25;703
2024-01-09/09:24:14.820;1;21.74;64.53;-1.57;25;10.03;25.16;703
2024-01-09/09:24:14.920;1;21.74;64.44;-1.57;26;10.22;26.09;703
2024-01-09/09:24:15.021;1;21.74;64.31;-1.57;27;10.46;27.35;703
