Timestamp;RobotID;Pose_X;Pose_Y;Pose_Theta;PathIndex;Velocity;DistanceTraveled;CriticalPoint
2023-10-03/17:53:18;5;88.45;81.95;-1.57;-1;0.00;0.00;-1
2023-10-03/17:53:19;5;88.45;81.95;-1.57;-1;0.00;0.00;-1
2023-10-03/17:53:20;5;88.45;81.95;-1.57;-1;0.00;0.00;-1
2023-10-03/17:53:21;5;88.45;81.95;-1.57;-1;0.00;0.00;-1
2023-10-03/17:53:22;5;88.45;81.03;-1.57;9;2.15;0.92;521
2023-10-03/17:53:23;5;88.44;77.58;-1.57;43;4.67;4.37;521
2023-10-03/17:53:24;5;88.44;72.67;-1.57;92;5.01;9.28;521
2023-10-03/17:53:25;5;88.43;67.64;-1.57;143;5.01;14.31;521
2023-10-03/17:53:26;5;88.42;62.52;-1.57;194;5.01;19.43;521
2023-10-03/17:53:27;5;88.42;57.53;-1.57;244;5.01;24.42;521
2023-10-03/17:53:28;5;88.41;52.56;-1.57;294;5.01;29.39;521
2023-10-03/17:53:29;5;88.40;47.56;-1.57;344;5.01;34.39;521
2023-10-03/17:53:30;5;88.39;42.56;-1.57;394;5.01;39.39;521
2023-10-03/17:53:31;5;92.35;40.65;2.92;443;5.01;44.36;521
2023-10-03/17:53:32;5;92.75;36.22;-1.60;491;3.92;49.23;521
2023-10-03/17:53:33;5;92.66;33.57;-1.60;517;1.45;51.88;521
2023-10-03/17:53:34;5;92.65;33.20;-1.59;523;0.51;52.35;-1
2023-10-03/17:53:35;5;92.71;34.91;-1.60;540;2.97;54.06;-1
2023-10-03/17:53:36;5;92.85;39.17;-1.60;582;5.01;58.32;-1
2023-10-03/17:53:37;5;89.42;41.40;2.87;631;5.01;63.26;-1
2023-10-03/17:53:38;5;88.40;45.70;-1.57;682;5.01;68.35;-1
2023-10-03/17:53:39;5;88.41;50.63;-1.57;731;5.01;73.28;-1
2023-10-03/17:53:40;5;88.41;55.72;-1.57;782;5.01;78.37;-1
2023-10-03/17:53:41;5;88.42;60.75;-1.57;832;5.01;83.40;-1
2023-10-03/17:53:42;5;88.43;65.72;-1.57;882;5.01;88.37;-1
2023-10-03/17:53:43;5;88.43;70.68;-1.57;932;5.01;93.33;-1
2023-10-03/17:53:44;5;88.44;75.78;-1.57;983;5.01;98.43;-1
2023-10-03/17:53:45;5;88.45;80.03;-1.57;1025;3.15;102.67;-1
2023-10-03/17:53:46;5;88.45;81.93;-1.57;1044;0.63;104.57;-1
2023-10-03/17:53:47;5;88.45;81.95;-1.57;-1;0.00;0.00;-1
