Timestamp;RobotID;Pose_X;Pose_Y;Pose_Theta;PathIndex;Velocity;DistanceTraveled;CriticalPoint
2023-10-03/17:53:18;3;67.55;55.45;-1.57;-1;0.00;0.00;-1
2023-10-03/17:53:19;3;67.55;55.45;-1.57;-1;0.00;0.00;-1
2023-10-03/17:53:20;3;67.55;55.45;-1.57;-1;0.00;0.00;-1
2023-10-03/17:53:21;3;67.49;55.43;-2.47;0;0.56;0.06;302
2023-10-03/17:53:22;3;65.77;55.14;-2.98;18;3.01;1.81;302
2023-10-03/17:53:23;3;61.96;53.61;-2.36;61;5.01;6.10;302
2023-10-03/17:53:24;3;60.13;49.45;-1.57;110;5.01;11.02;302
2023-10-03/17:53:25;3;60.15;44.39;-1.57;161;5.01;16.09;302
2023-10-03/17:53:26;3;60.17;39.44;-1.57;210;5.01;21.03;302
2023-10-03/17:53:27;3;61.12;34.47;-1.28;261;4.57;26.15;302
2023-10-03/17:53:28;3;62.56;31.47;-1.12;294;2.08;29.47;302
2023-10-03/17:53:29;3;63.25;31.10;0.35;305;1.10;30.52;454
2023-10-03/17:53:30;3;65.45;31.89;0.35;328;3.59;32.86;454
2023-10-03/17:53:31;3;69.76;33.45;0.35;374;5.00;37.44;454
2023-10-03/17:53:32;3;74.19;33.33;-0.81;423;4.05;42.35;454
2023-10-03/17:53:33;3;76.11;31.31;-0.81;450;1.58;45.13;454
2023-10-03/17:53:34;3;76.17;31.24;-0.81;457;0.76;45.74;-1
2023-10-03/17:53:35;3;74.83;32.66;-0.81;476;3.22;47.70;-1
2023-10-03/17:53:36;3;71.05;33.91;0.35;520;5.02;52.16;-1
2023-10-03/17:53:37;3;66.40;32.23;0.35;569;5.02;57.10;-1
2023-10-03/17:53:38;3;62.25;32.10;-1.12;621;5.02;62.20;-1
2023-10-03/17:53:39;3;60.46;36.68;-1.28;670;5.02;67.14;-1
2023-10-03/17:53:40;3;60.16;41.75;-1.57;721;5.02;72.25;-1
2023-10-03/17:53:41;3;60.14;46.78;-1.57;771;5.02;77.28;-1
2023-10-03/17:53:42;3;60.13;51.76;-2.10;821;5.02;82.26;-1
2023-10-03/17:53:43;3;63.77;54.81;-2.98;870;4.40;87.14;-1
2023-10-03/17:53:44;3;66.89;55.33;-2.98;902;1.89;90.30;-1
2023-10-03/17:53:45;3;67.55;55.45;-1.57;-1;0.00;0.00;-1
2023-10-03/17:53:46;3;67.55;55.45;-1.57;-1;0.00;0.00;-1
2023-10-03/17:53:47;3;67.55;55.45;-1.57;-1;0.00;0.00;-1
2023-10-03/17:53:48;3;67.55;55.45;-1.57;-1;0.00;0.00;-1
2023-10-03/17:53:49;3;67.55;55.45;-1.57;0;0.00;0.00;302
2023-10-03/17:53:50;3;66.35;55.24;-2.98;12;2.47;1.22;302
2023-10-03/17:53:51;3;62.78;54.43;-2.36;49;4.97;4.95;302
2023-10-03/17:53:52;3;60.13;50.50;-1.57;99;5.01;9.97;302
2023-10-03/17:53:53;3;60.15;45.40;-1.57;150;5.01;15.07;302
2023-10-03/17:53:54;3;60.17;40.45;-1.57;200;5.01;20.02;302
2023-10-03/17:53:55;3;60.82;35.49;-1.28;250;5.01;25.08;302
2023-10-03/17:53:56;3;62.32;31.96;-1.12;289;2.57;28.93;302
2023-10-03/17:53:57;3;63.00;31.00;0.35;302;0.10;30.25;302
2023-10-03/17:53:58;3;63.67;31.24;0.35;309;1.89;30.96;454
2023-10-03/17:53:59;3;66.56;32.29;0.35;340;4.35;34.04;454
2023-10-03/17:54:00;3;71.25;33.98;0.35;390;5.02;39.02;454
2023-10-03/17:54:01;3;74.95;32.54;-0.81;434;3.30;43.44;454
2023-10-03/17:54:02;3;76.35;31.05;-1.14;453;0.84;45.48;454
2023-10-03/17:54:03;3;75.47;31.98;-0.81;467;2.45;46.77;-1
2023-10-03/17:54:04;3;72.61;34.20;-0.01;504;5.00;50.55;-1
2023-10-03/17:54:05;3;67.89;32.77;0.35;554;5.03;55.52;-1
2023-10-03/17:54:06;3;63.08;31.03;0.35;605;5.03;60.64;-1
2023-10-03/17:54:07;3;60.88;35.28;-1.28;656;5.03;65.68;-1
2023-10-03/17:54:08;3;60.17;40.26;-1.57;706;5.03;70.76;-1
2023-10-03/17:54:09;3;60.15;45.26;-1.57;756;5.03;75.76;-1
2023-10-03/17:54:10;3;60.13;50.27;-1.57;806;5.03;80.77;-1
2023-10-03/17:54:11;3;62.68;54.33;-2.36;857;5.03;85.89;-1
2023-10-03/17:54:12;3;66.32;55.23;-2.98;896;2.64;89.72;-1
2023-10-03/17:54:13;3;67.55;55.45;-1.57;-1;0.00;0.00;-1
2023-10-03/17:54:14;3;67.55;55.45;-1.57;-1;0.00;0.00;-1
2023-10-03/17:54:15;3;67.55;55.45;-1.57;-1;0.00;0.00;-1
2023-10-03/17:54:16;3;67.55;55.45;-1.57;-1;0.00;0.00;-1
2023-10-03/17:54:17;3;67.55;55.45;-1.57;-1;0.00;0.00;-1
2023-10-03/17:54:18;3;67.55;55.45;-1.57;-1;0.00;0.00;-1
2023-10-03/17:54:19;3;67.55;55.45;-1.57;-1;0.00;0.00;-1
2023-10-03/17:54:20;3;67.55;55.45;-1.57;-1;0.00;0.00;-1
2023-10-03/17:54:21;3;67.55;55.45;-1.57;-1;0.00;0.00;-1
2023-10-03/17:54:22;3;67.55;55.45;-1.57;-1;0.00;0.00;-1
2023-10-03/17:54:23;3;67.55;55.45;-1.57;-1;0.00;0.00;-1
2023-10-03/17:54:24;3;67.55;55.45;-1.57;-1;0.00;0.00;-1
2023-10-03/17:54:25;3;67.55;55.45;-1.57;-1;0.00;0.00;-1
2023-10-03/17:54:26;3;67.55;55.45;-1.57;-1;0.00;0.00;-1
2023-10-03/17:54:27;3;67.55;55.45;-1.57;-1;0.00;0.00;-1
2023-10-03/17:54:28;3;67.55;55.45;-1.57;-1;0.00;0.00;-1
2023-10-03/17:54:29;3;67.55;55.45;-1.57;-1;0.00;0.00;-1
2023-10-03/17:54:30;3;67.55;55.45;-1.57;-1;0.00;0.00;-1
2023-10-03/17:54:31;3;67.55;55.45;-1.57;-1;0.00;0.00;-1
2023-10-03/17:54:32;3;67.55;55.45;-1.57;-1;0.00;0.00;-1
