Timestamp;RobotID;Pose_X;Pose_Y;Pose_Theta;PathIndex;Velocity;DistanceTraveled;CriticalPoint
2023-10-03/17:53:18;2;46.25;49.85;-1.57;-1;0.00;0.00;-1
2023-10-03/17:53:19;2;46.25;49.85;-1.57;-1;0.00;0.00;-1
2023-10-03/17:53:20;2;46.25;49.85;-1.57;-1;0.00;0.00;-1
2023-10-03/17:53:21;2;46.25;49.85;-1.57;-1;0.00;0.00;-1
2023-10-03/17:53:22;2;46.25;49.85;-1.57;-1;0.00;0.00;-1
2023-10-03/17:53:23;2;46.25;49.85;-1.57;-1;0.00;0.00;-1
2023-10-03/17:53:24;2;46.25;49.82;-1.58;0;0.39;0.03;428
2023-10-03/17:53:25;2;46.22;48.17;-1.59;16;2.90;1.68;428
2023-10-03/17:53:26;2;46.14;43.93;-1.59;59;5.03;5.92;428
2023-10-03/17:53:27;2;46.04;38.92;-1.59;109;5.03;10.93;428
2023-10-03/17:53:28;2;45.95;33.91;-1.59;159;5.03;15.94;428
2023-10-03/17:53:29;2;45.85;28.90;-1.59;209;5.03;20.95;428
2023-10-03/17:53:30;2;45.76;23.90;-1.59;259;5.03;25.95;428
2023-10-03/17:53:31;2;41.87;22.17;-3.06;309;5.03;31.00;428
2023-10-03/17:53:32;2;36.81;21.77;-3.06;360;5.03;36.08;428
2023-10-03/17:53:33;2;32.24;21.42;-3.06;406;3.48;40.65;428
2023-10-03/17:53:34;2;30.04;21.25;-3.06;428;1.03;42.87;428
2023-10-03/17:53:35;2;29.72;21.22;-3.06;431;0.74;43.19;508
2023-10-03/17:53:36;2;28.08;20.86;-1.51;450;3.17;45.08;508
2023-10-03/17:53:37;2;28.33;16.98;-1.51;488;3.21;48.97;508
2023-10-03/17:53:38;2;28.45;15.06;-1.56;509;0.74;50.92;508
2023-10-03/17:53:39;2;28.43;15.29;-1.51;511;0.78;51.15;-1
2023-10-03/17:53:40;2;28.30;17.37;-1.51;531;3.32;53.23;-1
2023-10-03/17:53:41;2;28.78;21.15;-3.06;576;5.01;57.68;-1
2023-10-03/17:53:42;2;33.73;21.53;-3.06;625;5.01;62.65;-1
2023-10-03/17:53:43;2;38.66;21.92;-3.06;675;5.01;67.59;-1
2023-10-03/17:53:44;2;43.68;22.34;-3.03;725;5.01;72.63;-1
2023-10-03/17:53:45;2;45.79;25.77;-1.59;776;5.01;77.72;-1
2023-10-03/17:53:46;2;45.89;30.75;-1.59;826;5.01;82.70;-1
2023-10-03/17:53:47;2;45.98;35.68;-1.59;875;5.01;87.64;-1
2023-10-03/17:53:48;2;46.08;40.72;-1.59;925;5.01;92.67;-1
2023-10-03/17:53:49;2;46.17;45.73;-1.59;975;4.62;97.68;-1
2023-10-03/17:53:50;2;46.24;49.08;-1.59;1009;2.14;101.04;-1
2023-10-03/17:53:51;2;46.25;49.85;-1.57;-1;0.00;0.00;-1
2023-10-03/17:53:52;2;46.25;49.85;-1.57;-1;0.00;0.00;-1
2023-10-03/17:53:53;2;46.25;49.85;-1.57;-1;0.00;0.00;-1
2023-10-03/17:53:54;2;46.25;49.63;-1.59;2;1.06;0.22;428
2023-10-03/17:53:55;2;46.20;47.26;-1.59;25;3.60;2.59;428
2023-10-03/17:53:56;2;46.11;42.60;-1.59;72;5.03;7.25;428
2023-10-03/17:53:57;2;46.02;37.61;-1.59;122;5.03;12.24;428
2023-10-03/17:53:58;2;45.92;32.56;-1.59;172;5.03;17.29;428
2023-10-03/17:53:59;2;45.83;27.59;-1.59;222;5.03;22.26;428
2023-10-03/17:54:00;2;45.48;22.69;-2.74;272;5.03;27.33;508
2023-10-03/17:54:01;2;40.49;22.06;-3.06;323;5.03;32.39;508
2023-10-03/17:54:02;2;35.55;21.68;-3.06;372;5.03;37.34;508
2023-10-03/17:54:03;2;30.47;21.28;-3.06;423;5.03;42.44;508
2023-10-03/17:54:04;2;28.22;18.58;-1.51;473;4.22;47.37;508
2023-10-03/17:54:05;2;28.41;15.64;-1.51;502;1.75;50.31;508
2023-10-03/17:54:06;2;28.45;15.07;-1.56;509;-0.08;50.93;508
2023-10-03/17:54:07;2;28.45;15.07;-1.56;509;-0.08;50.93;508
2023-10-03/17:54:08;2;28.41;15.62;-1.51;514;1.66;51.47;-1
2023-10-03/17:54:09;2;28.22;18.58;-1.51;544;4.20;54.45;-1
2023-10-03/17:54:10;2;30.44;21.28;-3.06;592;5.03;59.34;-1
2023-10-03/17:54:11;2;35.53;21.67;-3.06;643;5.03;64.45;-1
2023-10-03/17:54:12;2;40.51;22.06;-3.06;693;5.03;69.44;-1
2023-10-03/17:54:13;2;45.40;22.66;-2.74;743;5.03;74.39;-1
2023-10-03/17:54:14;2;45.83;27.47;-1.59;793;5.03;79.43;-1
2023-10-03/17:54:15;2;45.92;32.52;-1.59;844;5.03;84.48;-1
2023-10-03/17:54:16;2;46.02;37.56;-1.59;894;5.03;89.52;-1
2023-10-03/17:54:17;2;46.11;42.71;-1.59;945;5.03;94.67;-1
2023-10-03/17:54:18;2;46.20;47.29;-1.59;991;3.72;99.25;-1
2023-10-03/17:54:19;2;46.25;49.76;-1.59;1016;1.22;101.72;-1
2023-10-03/17:54:20;2;46.25;49.85;-1.57;-1;0.00;0.00;-1
2023-10-03/17:54:21;2;46.25;49.85;-1.57;-1;0.00;0.00;-1
2023-10-03/17:54:22;2;46.25;49.85;-1.57;-1;0.00;0.00;-1
