Timestamp;RobotID;Pose_X;Pose_Y;Pose_Theta;PathIndex;Velocity;DistanceTraveled;CriticalPoint
2023-10-03/17:53:18;7;115.35;3.75;3.14;-1;0.00;0.00;-1
2023-10-03/17:53:19;7;115.35;3.75;3.14;-1;0.00;0.00;-1
2023-10-03/17:53:20;7;115.35;3.75;3.14;-1;0.00;0.00;-1
2023-10-03/17:53:21;7;115.35;3.75;3.14;-1;0.00;0.00;-1
2023-10-03/17:53:22;7;115.35;3.75;3.14;-1;0.00;0.00;-1
2023-10-03/17:53:23;7;115.35;3.75;3.14;-1;0.00;0.00;-1
2023-10-03/17:53:24;7;115.35;3.75;3.14;-1;0.00;0.00;-1
2023-10-03/17:53:25;7;115.35;3.75;3.14;-1;0.00;0.00;-1
2023-10-03/17:53:26;7;115.35;3.75;3.14;-1;0.00;0.00;-1
2023-10-03/17:53:27;7;115.35;3.75;3.14;-1;0.00;0.00;-1
2023-10-03/17:53:28;7;115.35;3.75;3.14;-1;0.00;0.00;-1
2023-10-03/17:53:29;7;115.35;3.75;3.14;-1;0.00;0.00;-1
2023-10-03/17:53:30;7;115.35;3.75;3.14;-1;0.00;0.00;-1
2023-10-03/17:53:31;7;115.35;3.75;3.14;-1;0.00;0.00;-1
2023-10-03/17:53:32;7;115.35;3.75;3.14;-1;0.00;0.00;-1
2023-10-03/17:53:33;7;115.35;3.75;3.14;-1;0.00;0.00;-1
2023-10-03/17:53:34;7;115.35;3.75;3.14;-1;0.00;0.00;-1
2023-10-03/17:53:35;7;115.35;3.75;3.14;-1;0.00;0.00;-1
2023-10-03/17:53:36;7;115.35;3.75;3.14;-1;0.00;0.00;-1
2023-10-03/17:53:37;7;115.35;3.75;3.14;-1;0.00;0.00;-1
2023-10-03/17:53:38;7;115.35;3.75;3.14;-1;0.00;0.00;-1
2023-10-03/17:53:39;7;115.35;3.75;3.14;-1;0.00;0.00;-1
2023-10-03/17:53:40;7;115.35;3.75;3.14;-1;0.00;0.00;-1
2023-10-03/17:53:41;7;115.35;3.75;3.14;-1;0.00;0.00;-1
2023-10-03/17:53:42;7;115.35;3.75;3.14;-1;0.00;0.00;-1
2023-10-03/17:53:43;7;115.35;3.75;3.14;-1;0.00;0.00;-1
2023-10-03/17:53:44;7;115.35;3.75;3.14;-1;0.00;0.00;-1
2023-10-03/17:53:45;7;115.35;3.75;3.14;-1;0.00;0.00;-1
2023-10-03/17:53:46;7;115.35;3.75;3.14;-1;0.00;0.00;-1
2023-10-03/17:53:47;7;115.35;3.75;3.14;-1;0.00;0.00;-1
2023-10-03/17:53:48;7;115.32;3.76;3.05;0;0.38;0.03;408
2023-10-03/17:53:49;7;113.78;4.22;2.85;16;2.86;1.64;408
2023-10-03/17:53:50;7;110.37;6.28;2.39;57;5.02;5.70;408
2023-10-03/17:53:51;7;108.71;10.68;-1.55;108;5.02;10.72;408
2023-10-03/17:53:52;7;108.59;15.80;-1.55;159;5.02;15.84;408
2023-10-03/17:53:53;7;108.48;20.83;-1.55;209;5.02;20.87;408
2023-10-03/17:53:54;7;108.36;25.78;-1.55;259;5.02;25.82;408
2023-10-03/17:53:55;7;108.25;30.85;-1.55;310;5.02;30.90;408
2023-10-03/17:53:56;7;108.14;35.80;-1.55;359;5.02;35.84;408
2023-10-03/17:53:57;7;107.84;40.74;-3.12;410;5.02;40.98;408
2023-10-03/17:53:58;7;102.96;40.63;-3.12;459;5.02;45.87;539
2023-10-03/17:53:59;7;97.84;40.51;-3.12;510;5.02;50.98;539
2023-10-03/17:54:00;7;92.81;40.40;-3.12;560;5.02;56.02;751
2023-10-03/17:54:01;7;88.01;40.29;-3.12;608;5.02;60.82;751
2023-10-03/17:54:02;7;83.04;39.60;-2.82;659;5.02;65.89;751
2023-10-03/17:54:03;7;78.54;37.51;0.44;708;5.02;70.85;751
2023-10-03/17:54:04;7;73.93;35.33;0.44;759;5.02;75.95;751
2023-10-03/17:54:05;7;69.37;33.16;0.44;810;5.02;81.01;751
2023-10-03/17:54:06;7;64.70;30.95;0.44;861;5.02;86.17;751
2023-10-03/17:54:07;7;60.17;28.79;0.44;912;5.02;91.19;751
2023-10-03/17:54:08;7;55.70;26.67;0.44;961;5.02;96.13;1047
2023-10-03/17:54:09;7;51.18;24.53;0.44;1011;4.31;101.14;1047
2023-10-03/17:54:10;7;48.31;23.52;0.28;1041;1.82;104.19;1047
2023-10-03/17:54:11;7;47.68;23.34;0.28;1048;-0.03;104.85;1047
2023-10-03/17:54:12;7;47.68;23.34;0.28;1048;-0.03;104.85;1047
2023-10-03/17:54:13;7;47.68;23.34;0.28;1048;-0.03;104.85;1047
2023-10-03/17:54:14;7;47.68;23.34;0.28;1048;-0.03;104.85;1047
2023-10-03/17:54:15;7;47.23;23.21;0.28;1053;1.53;105.32;-1
2023-10-03/17:54:16;7;44.54;22.45;0.28;1080;4.04;108.11;-1
2023-10-03/17:54:17;7;39.82;22.07;3.14;1128;5.02;112.88;-1
2023-10-03/17:54:18;7;34.80;22.09;3.14;1178;5.02;117.90;-1
